Domaine,Code,Intitulé,Dimension,Contexte,Type,Statut,Notes
Tokenomics,TOK-13,Sustainable Token Economy Design,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-14,Token Policy & Parameter Governance,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-15,Tokenomics Audit & Economic Risk,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-01,Founder to CEO Transition,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-02,Vision to Operating System,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-03,Strategic Prioritization,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-04,Capital Allocation,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-05,Executive Decision-Making Under Uncertainty,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-06,Building an Executive Team,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-07,Delegation Without Losing Control,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-08,Board & Investor Communication,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-09,Managing Multiple Businesses,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-10,Founder Dependency Reduction,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-11,Institutionalization & Succession,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-12,Long-Term Ownership & Stewardship,MARKET,EXTERNAL,Formation,CANDIDATE,
Intelligence OS,IOS-01,CVLN Intelligence OS Foundations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-02,Ecosystem Architecture & Registry,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-03,Identity Primitive Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-04,Context Primitive Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-05,Memory Architecture & Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-06,Knowledge Architecture & Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-07,Event Architecture & Event Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-08,Capabilities & Capability Registry,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-09,Discovery & Service Resolution,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-10,Routing & Intelligent Dispatch,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-11,Orchestration Architecture,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-12,Execution & Execution Boundaries,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-13,Observability & System State,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-14,Decision Architecture,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-15,Learning & Feedback Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-16,Trust Architecture,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-17,Proof Layer & EvidencePackage,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-18,Security & Zero Trust Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-19,Resilience & Degraded Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-20,Governance & Human Authority,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-21,Economics Primitive & Ecosystem Value Flows,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-22,Offline / Power-Loss / Recovery Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-23,Intelligence OS Audit & Traceability,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-24,Intelligence OS Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Intelligence OS,IOS-25,Intelligence OS Administrator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-01,CVLN Brain Foundations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-02,Brain Context Interpretation,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-03,Brain Memory Retrieval,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-04,Knowledge Retrieval & Grounding,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-05,Signal & Event Interpretation,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-06,Ecosystem State Understanding,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-07,Decision Support,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-08,Recommendation & Prioritization,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-09,Planning & Task Decomposition,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-10,Cross-System Reasoning,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-11,"Confidence, Uncertainty & Evidence",SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-12,Human Validation & Escalation,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-13,Brain Learning & Feedback,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-14,Brain Evaluation & Quality Control,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
CVLN Brain,BRN-15,Brain Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Command Center,CMD-01,Command Center Foundations,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-02,Ecosystem Situation Awareness,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-03,Operational Dashboard & Signals,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-04,Mission & Workstream Supervision,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-05,Agent Fleet Supervision,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-06,Application & Service Health,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-07,"Alerts, Exceptions & Escalations",SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-08,Incident Command,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-09,Decision Queue & Human Approval,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-10,Cross-Entity Operations,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-11,Strategic KPI & Objective Monitoring,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-12,Evidence & Audit Console,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-13,Degraded Mode & Continuity Command,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-14,Recovery & Return-to-Normal,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Command Center,CMD-15,Executive Command Operator,SYSTEM_CVLN,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-01,CVLN Intelligent Operations Chain,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-02,Intent-to-Mission,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-03,Mission-to-Agent Routing,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-04,Agent-to-Application Execution,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-05,Execution-to-Proof,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-06,Proof-to-Decision,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-07,Decision-to-Memory,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-08,Cross-System Incident Handling,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-09,Autonomous Night Operations,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Intelligent Operations,SYS-10,Human Takeover & Emergency Control,CROSS_ECOSYSTEM,INTERNAL_PRIVILEGED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-01,Patrimoine culturel : fondamentaux,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-02,Patrimoine culturel immatériel,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-03,"Mémoire, archives & transmission",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-04,Collecte de mémoire orale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-05,Documentation des pratiques culturelles,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-06,Conservation & archivage numérique,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-07,Patrimoine musical & sonore,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-08,Patrimoine audiovisuel,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-09,Patrimoine culinaire & savoir-faire,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-10,"Patrimoine, territoire & communautés",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-11,Médiation patrimoniale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-12,Transmission intergénérationnelle,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-13,Conception de programmes culturels,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-14,Éducation artistique & culturelle,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-15,Recherche culturelle appliquée,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-16,Éthique de la collecte culturelle,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-17,"Consentement, attribution & représentation",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-18,Droits culturels & propriété intellectuelle,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-19,Restitution & accès aux archives,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-20,Numérisation et valorisation du patrimoine,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-21,Foundations & Public-Interest Organizations,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-22,Gouvernance d’une fondation,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-23,"Mission, doctrine & politique d’intervention",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-24,Conception et gestion de programmes,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-25,Grantmaking & appels à projets,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-26,Philanthropie & mécénat,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-27,Fundraising,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-28,Partenariats institutionnels,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-29,Financement culturel public,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-30,Mesure d’impact culturel et social,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-31,Évaluation de programmes,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-32,Transparence & accountability,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-33,Éthique et conflits d’intérêts,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-34,"Fondation, communautés & territoires",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-35,Coopération culturelle internationale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-36,Fondation Cœurvolan Foundations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-37,Doctrine de transmission Cœurvolan,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-38,Cultural Memory Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-39,Archive & Collection Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-40,Oral History Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-41,Heritage Documentation Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-42,Cultural Program Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-43,Grant & Beneficiary Operations,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-44,Institutional Partnership Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-45,Impact & Evidence Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-46,Collection Ethics & Consent Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-47,Foundation Governance Operator,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-48,Foundation Audit & Accountability,SYSTEM_CVLN,INTERNAL_RESTRICTED,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-01,Devenir porteur de mémoire,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-02,Conduire un entretien intergénérationnel,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-03,Documenter un savoir-faire,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-04,Collecter sans déposséder,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-05,Contextualiser une archive,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-06,"Documenter langue, vocabulaire et oralité",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-07,"Documenter musique, danse et pratiques",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-08,Documenter cuisine et gestes,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-09,Construire une transmission pédagogique,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-10,Restituer aux communautés,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-01,Construire une mémoire familiale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-02,Archives familiales,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-03,Histoire orale familiale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-04,Transmission des savoir-faire,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-05,Transmission des valeurs et récits,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-06,Patrimoine numérique familial,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-07,Continuité intergénérationnelle,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Hospitality,HOS-01,Hospitality Foundations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-02,Guest Experience & Customer Journey,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-03,Front Office & Guest Relations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-04,Reservations & Booking Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-05,Accommodation Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-06,Housekeeping & Quality Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-07,Hospitality Service Excellence,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-08,Concierge & Experience Services,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-09,Food & Beverage Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-10,Bar & Beverage Service Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-11,Restaurant Operations for Hospitality,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-12,Hospitality Revenue Management,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-13,"Pricing, Yield & Occupancy Management",MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-14,Hospitality Sales & Distribution,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-15,Hospitality CRM & Guest Loyalty,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-16,Hospitality Marketing & Brand,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-17,Hospitality Finance & Cost Control,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-18,"Procurement, Stock & Supplier Operations",MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-19,Hospitality Team & Workforce Management,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-20,Property & Facility Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-21,Hospitality Safety & Incident Management,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-22,"Quality, Standards & Operational Audit",MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-23,Sustainable Hospitality,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-24,Accessibility & Inclusive Hospitality,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-25,Hospitality Data & Performance Intelligence,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-26,Cultural Hospitality,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-27,Caribbean Hospitality & Cultural Codes,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-28,Cultural Experience Design,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-29,Local & Territorial Guest Experience,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-30,Cultural Tourism,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-GAP,HOS-31→HOS-50 — exact prior titles à réconcilier,GAP,TO_RECONCILE,Coverage gap,REQUIRES_RECONCILIATION,
KORA,KOR-X-01,KORA × FREK — Provenance & Identity Operations,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
KORA,KOR-X-02,KORA × LabelOS — Catalog & Release Pipeline,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
KORA,KOR-X-03,KORA × Wallet — Cultural Economy Operations,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
KORA,KOR-X-04,KORA × CVE — Cultural Value Operations,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
KORA,KOR-X-05,KORA × Kiltikonet — Cultural Network Distribution,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
KORA,KOR-X-06,KORA × Academy — Learning-to-Opportunity Pipeline,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
KORA,KOR-X-07,KORA × Intelligence OS / Brain — Intelligent Operations,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
LabelOS,LOS-X-01,FMS → LabelOS — Production-to-Release Pipeline,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
LabelOS,LOS-X-02,LabelOS × FREK — Provenance & Rights Evidence,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
LabelOS,LOS-X-03,LabelOS × KORA — Catalog-to-Streaming Pipeline,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
LabelOS,LOS-X-04,LabelOS × Wallet — Revenue-to-Settlement Pipeline,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
LabelOS,LOS-X-05,LabelOS × Kiltikonet — Artist & Opportunity Network,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
LabelOS,LOS-X-06,LabelOS × Academy — Skills-to-Label Operations,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
LabelOS,LOS-X-07,LabelOS × Intelligence OS / Brain — Intelligent Label Operations,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
LabelOS,LOS-X-08,LabelOS × FREK × KORA — Trusted Release Chain,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-01,Agent Factory × Intelligence OS — Governed Execution,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-02,"Agent Factory × FREK — Agent Identity, Proof & Accountability",CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-03,Agent Factory × Academy — Skills & Agent Qualification,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-04,Agent Factory × KORA — Media Operations Agents,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-05,Agent Factory × LabelOS — Label Operations Agents,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-06,Agent Factory × FMS — Studio & Production Agents,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-07,Agent Factory × Kiltikonet — Cultural Network Agents,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-08,Agent Factory × Wallet — Financial Agent Boundaries,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Agent Factory / Laurentia,AF-X-09,Laurentia × Full CVLN Ecosystem Orchestration,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-01,KORA × CVE × Wallet — Streaming Value Distribution,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-02,FMS × CVE × Wallet — Creative Production Economics,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-03,LabelOS × CVE × Wallet — Rights & Revenue Distribution,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-04,Kiltikonet × CVE × Wallet — Network Contribution Economics,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-05,Academy × CVE × Wallet — Learning & Mission Value,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-06,FREK × CVE × Wallet — Proven Value & Settlement,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-07,Agent Factory × Wallet — Financial Agent Boundaries,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-08,Intelligence OS × CVE — Economic Decision Intelligence,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Wallet/CVE,WAL-X-09,CVLN Ecosystem Economy Operations,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Gala Cook & Food,GCF-X-01,Gala Cook & Food × CVL Agro — Farm/Product-to-Kitchen,CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
Gala Cook & Food,GCF-X-02,"Gala Cook & Food × Hospitality — restauration, accueil et expérience",CROSS_ECOSYSTEM,BRIDGE,Cross-ecosystem competency,CANDIDATE,
